Invoice Number,Invoice Date,Country of Origin,HS Code,Mat. NO.,Description,Default,Quantity,Weight per PC (kg),Unit Price (per batch),Price per PC,Total Price,Currency
59638685,30.01.2026,HU,870899,5QS201021AS,FUEL TANK,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,11.761,157.99,1 /PC,473.97,EUR
59638685,30.01.2026,DE,870850,5QS400053,Wheel bearing housing with,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,28.600,193.57,1 /PC,580.71,EUR
59638685,30.01.2026,DE,870850,5QS400054,Wheel bearing housing with,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,28.600,194.47,1 /PC,583.41,EUR
59638685,30.01.2026,CZ,870880,5QS412021ME,SUSPENSION STRUT,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),6,7.500,59.11,1 /PC,354.66,EUR
59638685,30.01.2026,DE,870850,5QS501051EB,FINAL DRIVE,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,18.800,141.91,1 /PC,425.73,EUR
59638685,30.01.2026,DE,870850,5QS501052EB,FINAL DRIVE,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,18.800,141.91,1 /PC,425.73,EUR
59638685,30.01.2026,DE,870850,5QS521101D,Propeller shaft,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,11.000,109.34,1 /PC,328.02,EUR
59638685,30.01.2026,DE,870894,5QT423051E,STEERING SYSTEM,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,11.900,269.05,1 /PC,807.15,EUR
59638685,30.01.2026,CZ,870891,5WA121251H,radiator,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,3.067,24.90,1 /PC,74.70,EUR
59638685,30.01.2026,PL,870899,5WA199315F,sub-frame,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,11.200,36.98,1 /PC,110.94,EUR
59638685,30.01.2026,CZ,841590,5WA816411A,refrigerant condenser with,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,1.649,22.31,1 /PC,66.93,EUR
59638685,30.01.2026,CZ,830120,89A827506A,Hood latch,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,0.487,620.34,100 /PC,18.60,EUR
59638685,30.01.2026,PL,830230,89C800346F7C,DOOR HANDLE,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,0.144,671.05,100 /PC,6.71,EUR
59638685,30.01.2026,PL,830230,89C800346S9R,DOOR HANDLE,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),2,0.158,671.05,100 /PC,13.42,EUR
59638685,30.01.2026,PL,830160,8V0827507H,striker plate,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,0.140,"1,164.39",1000 /PC,3.48,EUR
59638685,30.01.2026,CZ,870710,57H800411038,BODY W.PAINT,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,470.000,"2,835.76",1 /PC,"2,835.76",EUR
59638685,30.01.2026,CZ,870710,57H800411038,BODY W.PAINT,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,470.000,"2,835.76",1 /PC,"2,835.76",EUR
59638685,30.01.2026,CZ,870710,57H800411038,BODY W.PAINT,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,470.000,"2,835.76",1 /PC,"2,835.76",EUR
